Gene ID	Locus Tag	Gene Product Name	Genome ID	Genome Name	Batch1	Start Coord	End Coord	Scaffold ID	COG	Pfam	
3300032356 assembled Ga0308414_100002616	Ga0308414_100002616	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	14464	14745	Ga0308414_1000026			
3300032356 assembled Ga0308414_100192013	Ga0308414_100192013	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	8496	9395	Ga0308414_1001920			
3300032356 assembled Ga0308414_10004405	Ga0308414_10004405	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	3552	4715	Ga0308414_1000440			
3300032356 assembled Ga0308414_10136063	Ga0308414_10136063	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	1969	4395	Ga0308414_1013606			
3300032356 assembled Ga0308414_10093323	Ga0308414_10093323	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	1303	1731	Ga0308414_1009332			
3300032356 assembled Ga0308414_100064720	Ga0308414_100064720	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	15772	17091	Ga0308414_1000647			
3300032356 assembled Ga0308414_100001363	Ga0308414_100001363	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	71571	72284	Ga0308414_1000013			
3300032356 assembled Ga0308414_100003718	Ga0308414_100003718	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	23404	23787	Ga0308414_1000037			
3300032356 assembled Ga0308414_100107012	Ga0308414_100107012	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	12840	13439	Ga0308414_1001070	COG1896===5'-deoxynucleotidase YfbR and related HD superfamily hydrolases		
3300032356 assembled Ga0308414_100002744	Ga0308414_100002744	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	28912	29637	Ga0308414_1000027			
3300032356 assembled Ga0308414_10007739	Ga0308414_10007739	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	6994	8655	Ga0308414_1000773			
3300032356 assembled Ga0308414_10084757	Ga0308414_10084757	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	5281	5532	Ga0308414_1008475			
3300032356 assembled Ga0308414_10058384	Ga0308414_10058384	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	3113	3760	Ga0308414_1005838			
3300032356 assembled Ga0308414_100000224	Ga0308414_100000224	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	26644	27258	Ga0308414_1000002			
3300032356 assembled Ga0308414_100111113	Ga0308414_100111113	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	13445	13708	Ga0308414_1001111			
3300032356 assembled Ga0308414_10014263	Ga0308414_10014263	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	2147	3115	Ga0308414_1001426	COG2253===Predicted nucleotidyltransferase component of viral defense system	pfam08843===Nucleotidyl transferase AbiEii toxin, Type IV TA system	
3300032356 assembled Ga0308414_10156915	Ga0308414_10156915	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	2859	3680	Ga0308414_1015691	COG1692===Calcineurin-like phosphoesterase	pfam13277===YmdB-like protein	
3300032356 assembled Ga0308414_100105317	Ga0308414_100105317	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	9777	10196	Ga0308414_1001053			
3300032356 assembled Ga0308414_100006732	Ga0308414_100006732	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	37501	39105	Ga0308414_1000067			
3300035990 assembled Ga0393409_058_4444_4815	null	hypothetical protein	3300035990	Sorted cell/s from microbial mat in Octopus Spring, Yellowstone National Park, Wyoming, United States - Uncultured microbe JGI_YuBhay.Octo05.RedA.02.E6 (*) (MER-FS) (assembled)	6	4444	4815	Ga0393409_058			
3300032356 assembled Ga0308414_10013395	Ga0308414_10013395	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	4731	6074	Ga0308414_1001339			
3300035990 assembled Ga0393409_059_309_761	null	hypothetical protein	3300035990	Sorted cell/s from microbial mat in Octopus Spring, Yellowstone National Park, Wyoming, United States - Uncultured microbe JGI_YuBhay.Octo05.RedA.02.E6 (*) (MER-FS) (assembled)	6	309	761	Ga0393409_059		pfam00741===Gas vesicle protein	
3300032356 assembled Ga0308414_10011171	Ga0308414_10011171	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	1	1077	Ga0308414_1001117			
3300032356 assembled Ga0308414_10131752	Ga0308414_10131752	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	2515	2880	Ga0308414_1013175			
3300032356 assembled Ga0308414_10108152	Ga0308414_10108152	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	202	546	Ga0308414_1010815			
3300032356 assembled Ga0308414_10059796	Ga0308414_10059796	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	6935	7336	Ga0308414_1005979			
3300032356 assembled Ga0308414_10016382	Ga0308414_10016382	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	1094	1870	Ga0308414_1001638			
3300032356 assembled Ga0308414_100386611	Ga0308414_100386611	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	9028	9324	Ga0308414_1003866			
3300032356 assembled Ga0308414_100033826	Ga0308414_100033826	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	24126	24854	Ga0308414_1000338			
3300032356 assembled Ga0308414_10005028	Ga0308414_10005028	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	6826	7041	Ga0308414_1000502			
3300032356 assembled Ga0308414_13116311	Ga0308414_13116311	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	11	3	398	Ga0308414_1311631			
3300032356 assembled Ga0308414_10002938	Ga0308414_10002938	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	6687	6857	Ga0308414_1000293			
3300035990 assembled Ga0393409_034_8773_9804	null	hypothetical protein	3300035990	Sorted cell/s from microbial mat in Octopus Spring, Yellowstone National Park, Wyoming, United States - Uncultured microbe JGI_YuBhay.Octo05.RedA.02.E6 (*) (MER-FS) (assembled)	6	8773	9804	Ga0393409_034		pfam00395===S-layer homology domain	
3300032356 assembled Ga0308414_10743841	Ga0308414_10743841	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	11	2	1294	Ga0308414_1074384			
3300032356 assembled Ga0308414_100372317	Ga0308414_100372317	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	9131	9454	Ga0308414_1003723			
3300032356 assembled Ga0308414_10009152	Ga0308414_10009152	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	885	1583	Ga0308414_1000915			
3300032356 assembled Ga0308414_10003812	Ga0308414_10003812	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	116	442	Ga0308414_1000381			
3300032356 assembled Ga0308414_100014238	Ga0308414_100014238	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	32689	33711	Ga0308414_1000142			
3300032356 assembled Ga0308414_100042115	Ga0308414_100042115	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	15457	15705	Ga0308414_1000421			
3300032356 assembled Ga0308414_100202110	Ga0308414_100202110	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	10635	11654	Ga0308414_1002021	COG2130===NADPH-dependent curcumin reductase CurA	pfam16884===N-terminal domain of oxidoreductase	
3300032356 assembled Ga0308414_10202161	Ga0308414_10202161	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	2	451	Ga0308414_1020216			
3300032356 assembled Ga0308414_1000004126	Ga0308414_1000004126	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	139329	140249	Ga0308414_1000004			
3300032356 assembled Ga0308414_10044307	Ga0308414_10044307	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	2887	3156	Ga0308414_1004430	COG2929===Uncharacterized conserved protein, DUF497 family	pfam04365===Ribonuclease toxin, BrnT, of type II toxin-antitoxin system	
3300032356 assembled Ga0308414_10010513	Ga0308414_10010513	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	2692	2940	Ga0308414_1001051			
3300032356 assembled Ga0308414_10044465	Ga0308414_10044465	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	4414	5274	Ga0308414_1004446	COG2253===Predicted nucleotidyltransferase component of viral defense system	pfam08843===Nucleotidyl transferase AbiEii toxin, Type IV TA system	
3300032356 assembled Ga0308414_10003791	Ga0308414_10003791	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	2	196	Ga0308414_1000379			
3300032356 assembled Ga0308414_100018918	Ga0308414_100018918	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	21520	21804	Ga0308414_1000189			
3300032356 assembled Ga0308414_100013632	Ga0308414_100013632	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	39649	40224	Ga0308414_1000136			
3300032356 assembled Ga0308414_1000001121	Ga0308414_1000001121	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	138854	139063	Ga0308414_1000001			
3300032356 assembled Ga0308414_100014433	Ga0308414_100014433	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	27176	27964	Ga0308414_1000144	COG1692===Calcineurin-like phosphoesterase	pfam13277===YmdB-like protein	
3300032356 assembled Ga0308414_10060745	Ga0308414_10060745	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	1564	2307	Ga0308414_1006074			
3300032356 assembled Ga0308414_100037220	Ga0308414_100037220	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	25407	25856	Ga0308414_1000372	COG1848===Predicted nucleic acid-binding protein, contains PIN domain		
3300032356 assembled Ga0308414_10147515	Ga0308414_10147515	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	3642	4163	Ga0308414_1014751			
3300032356 assembled Ga0308414_100047615	Ga0308414_100047615	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	15995	16354	Ga0308414_1000476			
3300032356 assembled Ga0308414_100057823	Ga0308414_100057823	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	10995	11606	Ga0308414_1000578			
3300032356 assembled Ga0308414_100000671	Ga0308414_100000671	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	84306	84968	Ga0308414_1000006			
3300032356 assembled Ga0308414_100003324	Ga0308414_100003324	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	33378	34484	Ga0308414_1000033			
3300032356 assembled Ga0308414_10003439	Ga0308414_10003439	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	9353	9532	Ga0308414_1000343	COG4877===Uncharacterized protein	pfam03869===Arc-like DNA binding domain	
3300032356 assembled Ga0308414_100002730	Ga0308414_100002730	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	17610	17834	Ga0308414_1000027			
3300032356 assembled Ga0308414_10010972	Ga0308414_10010972	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	2730	3077	Ga0308414_1001097	COG2018===Predicted regulator of Ras-like GTPase activity, Roadblock/LC7/MglB family	pfam03259===Roadblock/LC7 domain	
3300032356 assembled Ga0308414_100159912	Ga0308414_100159912	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	12340	13164	Ga0308414_1001599			
3300032356 assembled Ga0308414_10050216	Ga0308414_10050216	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	5244	6026	Ga0308414_1005021	COG1692===Calcineurin-like phosphoesterase	pfam13277===YmdB-like protein	
3300032356 assembled Ga0308414_10048404	Ga0308414_10048404	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	2677	4068	Ga0308414_1004840			
3300032356 assembled Ga0308414_10020807	Ga0308414_10020807	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	5627	5818	Ga0308414_1002080			
3300032356 assembled Ga0308414_10023987	Ga0308414_10023987	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	5161	5595	Ga0308414_1002398	COG1848===Predicted nucleic acid-binding protein, contains PIN domain	pfam01850===PIN domain	
3300032356 assembled Ga0308414_100285310	Ga0308414_100285310	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	8625	9515	Ga0308414_1002853			
3300035976 assembled Ga0393395_40_2902_3051	null	hypothetical protein	3300035976	Sorted cell/s from microbial mat in Octopus Spring, Yellowstone National Park, Wyoming, United States - Uncultured microbe JGI_YuBhay.Octo05.RedA.02.D17 (*) (MER-FS) (assembled)	6	2902	3051	Ga0393395_40			
3300032356 assembled Ga0308414_10000839	Ga0308414_10000839	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	8597	9271	Ga0308414_1000083			
3300032356 assembled Ga0308414_10105891	Ga0308414_10105891	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	2	154	Ga0308414_1010589			
3300032356 assembled Ga0308414_10002315	Ga0308414_10002315	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	3560	3871	Ga0308414_1000231			
3300032356 assembled Ga0308414_100067314	Ga0308414_100067314	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	18686	19114	Ga0308414_1000673			
3300035976 assembled Ga0393395_02_19740_19976	null	hypothetical protein	3300035976	Sorted cell/s from microbial mat in Octopus Spring, Yellowstone National Park, Wyoming, United States - Uncultured microbe JGI_YuBhay.Octo05.RedA.02.D17 (*) (MER-FS) (assembled)	6	19740	19976	Ga0393395_02			
3300032356 assembled Ga0308414_10004057	Ga0308414_10004057	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	6514	9009	Ga0308414_1000405			
3300032356 assembled Ga0308414_10005601	Ga0308414_10005601	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	3	1619	Ga0308414_1000560			
3300032356 assembled Ga0308414_10061374	Ga0308414_10061374	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	2671	3468	Ga0308414_1006137			
3300032356 assembled Ga0308414_10001946	Ga0308414_10001946	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	4788	5144	Ga0308414_1000194	COG2921===Putative lipoic acid-binding regulatory protein	pfam04359===Protein of unknown function (DUF493)	
3300032356 assembled Ga0308414_10000022	Ga0308414_10000022	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	819	2981	Ga0308414_1000002			
3300032356 assembled Ga0308414_100000268	Ga0308414_100000268	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	73420	73710	Ga0308414_1000002			
3300032356 assembled Ga0308414_100000471	Ga0308414_100000471	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	80049	80312	Ga0308414_1000004			
3300032356 assembled Ga0308414_10009725	Ga0308414_10009725	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	4092	4271	Ga0308414_1000972	COG4877===Uncharacterized protein		
3300032356 assembled Ga0308414_100011018	Ga0308414_100011018	indole-3-glycerol phosphate synthase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	17720	18517	Ga0308414_1000110	COG0134===Indole-3-glycerol phosphate synthase	pfam00218===Indole-3-glycerol phosphate synthase	
3300032356 assembled Ga0308414_10022127	Ga0308414_10022127	integrase/recombinase XerC	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	6669	7565	Ga0308414_1002212	COG4974===Site-specific recombinase XerD	pfam02899===Phage integrase, N-terminal SAM-like domain	
3300032356 assembled Ga0308414_100073726	Ga0308414_100073726	large subunit ribosomal protein L2	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	12665	13492	Ga0308414_1000737	COG0090===Ribosomal protein L2	pfam03947===Ribosomal Proteins L2, C-terminal domain	
3300032356 assembled Ga0308414_100025627	Ga0308414_100025627	large subunit ribosomal protein L6	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	20884	21450	Ga0308414_1000256	COG0097===Ribosomal protein L6P/L9E	pfam00347===Ribosomal protein L6	
3300032356 assembled Ga0308414_10027716	Ga0308414_10027716	leucyl-tRNA synthetase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	3635	6193	Ga0308414_1002771	COG0525===Valyl-tRNA synthetase	pfam13603===Leucyl-tRNA synthetase, Domain 2	
3300032356 assembled Ga0308414_100026712	Ga0308414_100026712	light-harvesting complex 1 beta chain	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	10222	10407	Ga0308414_1000267		pfam00556===Antenna complex alpha/beta subunit	
3300032356 assembled Ga0308414_100002227	Ga0308414_100002227	light-regulated signal transduction histidine kinase (bacteriophytochrome)/PAS domain-containing protein/PAS domain-containing protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	33974	35878	Ga0308414_1000022	COG4251===Bacteriophytochrome (light-regulated signal transduction histidine kinase)	pfam08448===PAS fold	
3300032356 assembled Ga0308414_100002166	Ga0308414_100002166	manganese/zinc/iron transport system ATP- binding protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	75326	76135	Ga0308414_1000021	COG1121===ABC-type Mn2+/Zn2+ transport system, ATPase component	pfam00005===ABC transporter	
3300032356 assembled Ga0308414_100034421	Ga0308414_100034421	mannitol/fructose-specific phosphotransferase system IIA component (Ntr-type)	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	24937	25407	Ga0308414_1000344	COG1762===Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)	pfam00359===Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	
3300032356 assembled Ga0308414_10008655	Ga0308414_10008655	membrane-bound lytic murein transglycosylase D	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	4699	7098	Ga0308414_1000865	COG1388===LysM repeat	pfam01476===LysM domain	
3300032356 assembled Ga0308414_10017354	Ga0308414_10017354	menaquinone-dependent protoporphyrinogen oxidase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	1764	2267	Ga0308414_1001735	COG4635===Protoporphyrinogen IX oxidase, menaquinone-dependent (flavodoxin domain)	pfam12724===Flavodoxin domain	
3300032356 assembled Ga0308414_100009513	Ga0308414_100009513	MerR family transcriptional regulator/heat shock protein HspR	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	10000	10338	Ga0308414_1000095	COG0789===DNA-binding transcriptional regulator, MerR family	pfam13411===MerR HTH family regulatory protein	
3300032356 assembled Ga0308414_10006994	Ga0308414_10006994	methionyl aminopeptidase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	2250	3068	Ga0308414_1000699	COG0024===Methionine aminopeptidase	pfam00557===Metallopeptidase family M24	
